,unique_id,city,job_qry,job_title,company_name,summary,link,date,period,min_salary,max_salary,min_ago
5881,p_2263f628c5b79ea1,Boston,data+scientist,Purchasing & Operations Intern,Itoya Topdrawer Corp.,"Topdrawer stores are our community hubs, where we offer what we’ve trademarked “Tools for Nomads.” Our focus is on offering the creative class (architects,...",https://www.indeed.com/company/Itoya-Topdrawer-Corp./jobs/Purchasing-Operation-Intern-2263f628c5b79ea1?fccid=8691cc55136b4436&vjs=3,8 days ago,hour,31200.0,31200.0,11520
5887,pj_e1119ac88f9348bc,Boston,data+scientist,In vivo senior research associate/Scientist,Renascent Biosciences,"Outstanding problem-solving skills, ability to independently analyze and present data to scientific teams, good communication skills....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AEfiGALI-IPah_sNWeqJwWNgJBWnUvtopuyTPczUnVuDCVXbGDT7XK1iEmLnVoapz9LcUepR27mczg9775BmMdfDz4WHHJ9Nne4ROy_Z0JCPMGlNYr5qpkqfyDMExRPyLMNvVa1G5O7_c_XawyS2uMs_QCukzloW4czfkxrc0tNdQkcLjQ6SnU9cYs7P8DDiBGmUqfnYviTlyRzLWAtghsde_PGF7kVoM8xyiJ1pc2E-e5xLPnvOCKSkTJiDLthR9XqdUcQDKLQNuT0eNcUXHyLyFbjmTj-ty_2e0ShPxckBRQ0jmOee0N0JEQOzxiShYRakCAtOUaxfHvOsIGX6pFe3OctJWYMC7bzDJQmegkoAI8FLjZh9x0Do6sQ5vNknnOdOnKYwolqw==&p=12&fvj=1&vjs=3,1 day ago,year,60000.0,90000.0,1440
5935,p_5b4552204b839e19,Boston,data+scientist,"Part-time Research Analyst - CIC Captains of Innovation - Cambridge, MA",Cambridge Innovation Center,"We seek an enthusiastic, creative, and detail-oriented individual with demonstrated experience conducting high-quality primarily qualitative research along with...",https://www.indeed.com/rc/clk?jk=5b4552204b839e19&fccid=ad92fc077c92a4fb&vjs=3,30+ days ago,hour,41600.0,41600.0,43200
5989,p_5b4552204b839e19,Boston,data+scientist,"Part-time Research Analyst - CIC Captains of Innovation - Cambridge, MA",Cambridge Innovation Center,"We seek an enthusiastic, creative, and detail-oriented individual with demonstrated experience conducting high-quality primarily qualitative research along with...",https://www.indeed.com/rc/clk?jk=5b4552204b839e19&fccid=ad92fc077c92a4fb&vjs=3,4 months ago,hour,41600.0,41600.0,172800
6023,p_97eb73aa8a06a5fc,Boston,data+scientist,Data Scientist II,"Cell Signaling Technology, Inc","The Data Scientist will be a member of the Bioinformatics and Data Science team who will apply advanced analytics, statistical, and machine learning methods to...",https://www.indeed.com/rc/clk?jk=97eb73aa8a06a5fc&fccid=f6ebf41678ac6ffd&vjs=3,26 days ago,year,89000.0,131000.0,37440
6031,p_293a4f8b5ec4b382,Boston,data+scientist,Data Scientist,Securus Technologies,"Apply available toolkits and libraries in the areas of signal processing, statistics and scientific computing, linear algebra, machine learning, and speech...",https://www.indeed.com/company/Securus/jobs/Data-Scientist-293a4f8b5ec4b382?fccid=c525a6dcfa1d6645&vjs=3,22 days ago,year,72000.0,107000.0,31680
6040,p_59a03fba52c26919,Boston,data+scientist,Data Scientist,Systems & Technology Research,"Develop tools and techniques for characterizing very large, multi-modal data sets, which can be applied to problems in graph analytics, text analytics, activity...",https://www.indeed.com/rc/clk?jk=59a03fba52c26919&fccid=b2a7bd346e88e00c&vjs=3,30+ days ago,year,96000.0,141000.0,43200
6041,p_4f69bddb2c742236,Boston,data+scientist,Research Software Developer/Data Scientist,Hebrew SeniorLife,The Marcus Institute for Aging Research at Hebrew SeniorLife seeks a Research Software Developer / Data Scientist to collaborate with clinical researchers and...,https://www.indeed.com/rc/clk?jk=4f69bddb2c742236&fccid=7312d5731d32bc4c&vjs=3,30+ days ago,year,80000.0,119000.0,43200
6056,p_5de521937d5cc1bb,Boston,data+scientist,Data Scientist - Machine Vision,Cambridge Mobile Telematics,CMT is seeking outstanding Machine Vision Data Scientists to join us in building technology to reliably collect and manage data from sensors on smartphones and...,https://www.indeed.com/rc/clk?jk=5de521937d5cc1bb&fccid=47d4b13d7f302c04&vjs=3,30+ days ago,year,86000.0,126000.0,43200
6077,p_680f2d1dd1bf22d9,Boston,data+scientist,Health Care Research Analyst,Commonwealth of Massachusetts,"The Analyst is responsible to conduct research in topics relevant to the affordability of small group and individual market health plans, analyze data and...",https://www.indeed.com/rc/clk?jk=680f2d1dd1bf22d9&fccid=4dd38d4e4cf0b7c0&vjs=3,30+ days ago,year,60000.0,65000.0,43200
6093,p_104c1a9fece06533,Boston,data+scientist,AI Architect,Accenture,"We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI....",https://www.indeed.com/rc/clk?jk=104c1a9fece06533&fccid=a4e4e2eaf26690c9&vjs=3,20 days ago,year,121000.0,182000.0,28800
6094,p_1d59e6a2f76f421e,Boston,data+scientist,Computer Scientist,U.S. Federal Government,"Work with EHT scientists to integrate algorithms for VLBI data processing and analysis, including correlation, calibration, time domain, and imaging into...",https://www.indeed.com/rc/clk?jk=1d59e6a2f76f421e&fccid=662289e1e3aea148&vjs=3,30+ days ago,year,116240.0,166500.0,43200
6095,p_1066584e5c13cfd5,Boston,data+scientist,"VP, Data Science",ThriveHive,"This position will report to the SVP, Digital and will be responsible for a team of data scientists and analysts adept at understanding and growing our data and...",https://www.indeed.com/rc/clk?jk=1066584e5c13cfd5&fccid=a85517a4ebf56b0c&vjs=3,30+ days ago,year,105000.0,156000.0,43200
6116,p_450869addcdafc8d,Boston,data+scientist,"Data Scientist, Data Center Systems",Schneider Electric,"Data Requirements - Identifies what data is available and relevant, including internal and external data sources, leveraging new data collection processes....",https://www.indeed.com/rc/clk?jk=450869addcdafc8d&fccid=8dc4399ddb463d4a&vjs=3,7 months ago,year,100000.0,147000.0,302400
6143,p_56fc2537d0bc8d82,Boston,data+scientist,Regional Conservation Planner IV,Commonwealth of Massachusetts,"Ability to read and interpret such documents as regional plans, urban plans,. Ability to compile statistical data....",https://www.indeed.com/rc/clk?jk=56fc2537d0bc8d82&fccid=4dd38d4e4cf0b7c0&vjs=3,30+ days ago,year,68727.0,100699.0,43200
6161,p_1066584e5c13cfd5,Boston,data+scientist,"VP, Data Science",ThriveHive,"This position will report to the SVP, Digital and will be responsible for a team of data scientists and analysts adept at understanding and growing our data and...",https://www.indeed.com/rc/clk?jk=1066584e5c13cfd5&fccid=a85517a4ebf56b0c&vjs=3,30+ days ago,year,105000.0,156000.0,43200
6162,p_3c735c7ecec3adbd,Boston,data+scientist,"Senior Manager, Data Science (Industrial Analytics)",BAIN & COMPANY,Build and manage a team of data scientists with expertise in industrial analytics. Mentor and support our Data Scientists in extending and innovating our...,https://www.indeed.com/rc/clk?jk=3c735c7ecec3adbd&fccid=48270b2eee62c2c6&vjs=3,30+ days ago,year,128000.0,189000.0,43200
6165,p_b5179e0dce03a79a,Boston,data+scientist,Data Science Instructor,Edlitera,"You have a deep understanding of statistical hypothesis testing and experimental design, data visualization techniques and tools (i.e....",https://www.indeed.com/rc/clk?jk=b5179e0dce03a79a&fccid=2df811c6e68f7be6&vjs=3,12 days ago,year,100000.0,148000.0,17280
6197,p_7032e835830be10d,Boston,data+scientist,Data Scientist,Zoll Medical Corporation,"As a data scientist on our highly innovative scientific affairs team, the successful candidate will be responsible for designing, implementing, and managing...",https://www.indeed.com/rc/clk?jk=7032e835830be10d&fccid=396559778e8b6118&vjs=3,30+ days ago,year,85000.0,125000.0,43200
6201,p_293a4f8b5ec4b382,Boston,data+scientist,Data Scientist,Securus Technologies,"Apply available toolkits and libraries in the areas of signal processing, statistics and scientific computing, linear algebra, machine learning, and speech...",https://www.indeed.com/company/Securus/jobs/Data-Scientist-293a4f8b5ec4b382?fccid=c525a6dcfa1d6645&vjs=3,22 days ago,year,72000.0,107000.0,31680
6215,p_a4d81c84fdf2eeb1,Boston,data+scientist,Data Engineer,TDMK Digital,Work with product teams and data scientists to develop a wide variety of data products. We are looking for data engineers who will be able to work with software...,https://www.indeed.com/rc/clk?jk=a4d81c84fdf2eeb1&fccid=ca4b14dc1f54d1cc&vjs=3,30+ days ago,year,90000.0,139000.0,43200
6234,p_56fad499d49f2345,Boston,data+scientist,Scrum Master,Broad Institute,"Cheap and accurate genome sequencing is a reality, high-resolution imaging is becoming routine, and clinical data is increasingly stored in machine-readable...",https://www.indeed.com/rc/clk?jk=56fad499d49f2345&fccid=b8295c348463e6f3&vjs=3,15 days ago,year,81000.0,122000.0,21600
6239,p_11dcbfd8cfc3608f,Boston,data+scientist,Computational Biologist - Data Science,Fulcrum Therapeutics,Experience with a wide array of machine learning algorithms and data mining methods (i.e. Perform exploratory data analysis of very large datasets from varying...,https://www.indeed.com/rc/clk?jk=11dcbfd8cfc3608f&fccid=b3771a8c7fb94e3e&vjs=3,30+ days ago,year,113000.0,167000.0,43200
6255,p_adeb8efe7ec5d26f,Boston,data+scientist,"Director, Data Science, Strategic Model Development, GRS Actuarial Analytics",Liberty Mutual Insurance,Collaborate with broader data science team and support the development of tools and technologies to enhance department’s modelling capabilities along with...,https://www.indeed.com/rc/clk?jk=adeb8efe7ec5d26f&fccid=bba15db4d8763697&vjs=3,23 days ago,year,132300.0,173200.0,33120
6279,p_beafa6595bb9a69d,Boston,data+engineer,"Full Time opportunities for students & recent graduates: Microsoft AI Development Acceleration Program: Data Scientist, Software Engineer, Program Manager",Microsoft,"Take responsibility for preparing data for analysis, review data preparation/ETL code and provide critical feedback on issues of data integrity....",https://www.indeed.com/rc/clk?jk=beafa6595bb9a69d&fccid=734cb5a01ee60f80&vjs=3,30+ days ago,year,104000.0,149000.0,43200
6282,p_22e96b9dc0edcfcc,Boston,data+engineer,Data Scientist / Engineer,Harvard University,"Large data handling. Software, engineering, and data science skills; We are looking for a data scientist/engineer capable of developing software, working with...",https://www.indeed.com/rc/clk?jk=22e96b9dc0edcfcc&fccid=5507a64404691526&vjs=3,6 days ago,year,71000.0,105000.0,8640
6286,p_b68094d349fee4da,Boston,data+engineer,Deep Learning Engineer,"R2 Global, Inc","As a Deep Learning Engineer, you will have access to onsite bars, game rooms, sleeping pods, and unlimited social team networks....",https://www.indeed.com/company/LogicMelon/jobs/Deep-Learning-Engineer-b68094d349fee4da?fccid=931502a906e4b5cb&vjs=3,6 days ago,year,150000.0,200000.0,8640
6288,p_81bfc36d5f9eb0e7,Boston,data+engineer,Field Engineer - CCNA,G-Ajiri Field Techs,"About Field Engineer Marketplace Jobs:. Test and turn up of data and telephony circuits, including extending DMarc’s where necessary,....",https://www.indeed.com/company/G--Ajiri-Field-Techs/jobs/Field-Engineer-81bfc36d5f9eb0e7?fccid=0a2b319ed65d5962&vjs=3,1 hour ago,hour,41600.0,52000.0,60
6301,p_eca8b22560d6f0e3,Boston,data+engineer,Software Developer and Data Engineer I,Boston Public Health Commission,"Strong understanding of data warehousing, modern Cloud / Hybrid data architecture concepts. Understanding of data modeling techniques;...",https://www.indeed.com/rc/clk?jk=eca8b22560d6f0e3&fccid=44e4fc28fead4ab4&vjs=3,13 days ago,year,60000.0,70000.0,18720
6319,p_8df44a83a9ef700b,Boston,data+engineer,Data Scientist,Insulet Corporation,Explore data patterns using existing data science tools and self-created programs. The Data Scientist role is responsible for supporting research and...,https://www.indeed.com/rc/clk?jk=8df44a83a9ef700b&fccid=39806be0f84f3745&vjs=3,9 hours ago,year,90000.0,133000.0,540
6320,p_7ddd3260688ff48f,Boston,data+engineer,Data Science Engineer,Highland Math,"As a Data Science Engineer at Highland Math, you will take on the following challenges:. Explore vast, disparate data sets to find key insights and novel...",https://www.indeed.com/rc/clk?jk=7ddd3260688ff48f&fccid=ff2ea1e5ba8a20d1&vjs=3,1 day ago,year,116000.0,171000.0,1440
6321,p_23ff6a280619fe55,Boston,data+engineer,Data Warehouse Engineer,Chewy,"Chewy is looking for a Data Warehouse Engineer to join our IT Data Warehouse Team based in Boston, MA. Experience in data warehouse design and data integration...",https://www.indeed.com/rc/clk?jk=23ff6a280619fe55&fccid=b6add0e6a71f1008&vjs=3,15 days ago,year,106000.0,160000.0,21600
6337,p_c74ff016abcc8185,Boston,data+engineer,"Associate, Data Science",Santander Bank,Leverages available data tools and collaborate with data scientists and engineers across the firm and adapts data initiatives to needs of business....,https://www.indeed.com/rc/clk?jk=c74ff016abcc8185&fccid=2d9eef72f69af116&vjs=3,9 days ago,year,107000.0,158000.0,12960
6350,p_9aafcbc529652671,Boston,data+engineer,Senior Data Operations Engineer,Abacus Insights,"Plan and execute on data service requests. Comprehensive health benefits for you and your family (health, dental, vision)....",https://www.indeed.com/company/1987/jobs/Senior-Data-Operation-Engineer-9aafcbc529652671?fccid=d46b665bfd6764da&vjs=3,30+ days ago,year,100000.0,200000.0,43200
6356,p_df03ac2d6bec4948,Boston,data+engineer,Data Scientist,SFL Scientific,5+ years experience with various data analysis and visualization tools. Our ideal candidate is an accomplished expert with deep technical credibility and...,https://www.indeed.com/company/SFL-Scientific/jobs/Data-Scientist-df03ac2d6bec4948?fccid=64eee9c93d9ef045&vjs=3,2 days ago,year,80000.0,125000.0,2880
6368,p_60dc5dc336f02f94,Boston,data+engineer,"Specialist, Merchandising Data Science Integrations",Wayfair,Collaborate closely with data scientists and engineers to develop processes and productionize visualizations. Merchandising Data Science Integrations....,https://www.indeed.com/rc/clk?jk=60dc5dc336f02f94&fccid=95485c6456ed2114&vjs=3,8 days ago,year,100000.0,148000.0,11520
6369,p_2143fcb1e38351fc,Boston,data+engineer,Data Science Applications Engineer,Partners HealthCare(PHS),"Provide expertise in data management, analytics and optimum data structuring for large or diverse datasets using a Data Science approach....",https://www.indeed.com/rc/clk?jk=2143fcb1e38351fc&fccid=26ed24f5b2eebd9b&vjs=3,5 hours ago,year,75000.0,111000.0,300
6371,p_c74ff016abcc8185,Boston,data+engineer,"Associate, Data Science",Santander Bank,Leverages available data tools and collaborate with data scientists and engineers across the firm and adapts data initiatives to needs of business....,https://www.indeed.com/rc/clk?jk=c74ff016abcc8185&fccid=2d9eef72f69af116&vjs=3,9 days ago,year,107000.0,158000.0,12960
6373,p_fe5027e04d0757df,Boston,data+engineer,Data Scientist,Localytics,3-5 years of experience as a Data Scientist or Machine Learning Engineer. Work with engineers to develop and deploy machine learning models....,https://www.indeed.com/rc/clk?jk=fe5027e04d0757df&fccid=4ddbc06e22ec3870&vjs=3,30+ days ago,year,108000.0,159000.0,43200
6374,p_23ff6a280619fe55,Boston,data+engineer,Data Warehouse Engineer,Chewy,"Chewy is looking for a Data Warehouse Engineer to join our IT Data Warehouse Team based in Boston, MA. Experience in data warehouse design and data integration...",https://www.indeed.com/rc/clk?jk=23ff6a280619fe55&fccid=b6add0e6a71f1008&vjs=3,15 days ago,year,106000.0,160000.0,21600
6376,p_18b47c413b1df62c,Boston,data+engineer,Data Scientist,Hospital IQ,Experience working with data from EHRs and other healthcare data systems. Work in a highly collaborative environment as part of Hospital IQ’s remote team of...,https://www.indeed.com/rc/clk?jk=18b47c413b1df62c&fccid=9f43a6ff9d1c379d&vjs=3,30+ days ago,year,95000.0,140000.0,43200
6422,p_dc99ddddd49535c5,Boston,data+engineer,Quality Assurance System Engineer,Commonwealth of Massachusetts,Qlty Assur Sys Engineer MSLC. Create relevant test data for all types of testing. Responsible for testing and implementing software and hardware applications....,https://www.indeed.com/rc/clk?jk=dc99ddddd49535c5&fccid=4dd38d4e4cf0b7c0&vjs=3,9 days ago,year,63813.0,84194.0,12960
6424,p_fe5027e04d0757df,Boston,data+engineer,Data Scientist,Localytics,3-5 years of experience as a Data Scientist or Machine Learning Engineer. Work with engineers to develop and deploy machine learning models....,https://www.indeed.com/rc/clk?jk=fe5027e04d0757df&fccid=4ddbc06e22ec3870&vjs=3,30+ days ago,year,108000.0,159000.0,43200
6439,p_a7d6235c40da4449,Boston,data+engineer,Senior Data Science Engineer,SessionM,"Research new data sources, analytical tools, and methodologies for data science and data engineering; The Senior Data Science Engineer will build, deploy, and...",https://www.indeed.com/rc/clk?jk=a7d6235c40da4449&fccid=7db7c381f86194ad&vjs=3,1 day ago,year,114000.0,168000.0,1440
6440,p_7e9a2c9a47787f10,Boston,data+engineer,Data Scientist,Integral Health,"As a Data Scientist at Integral you will work on cutting edge analytical problems that arise from diverse data in biotech - including computational chemistry,...",https://www.indeed.com/rc/clk?jk=7e9a2c9a47787f10&fccid=863653b2c882a2c0&vjs=3,1 day ago,year,111000.0,164000.0,1440
6441,p_3df7033bbe451c67,Boston,data+engineer,SENIOR DATA ENGINEER,Benefits Science Technologies,Improve data validation and data quality monitoring. Data security and encryption:. We are looking for a passionate Senior Data Engineer to join us in building...,https://www.indeed.com/company/Benefits-Science-Technologies/jobs/Senior-Data-Engineer-3df7033bbe451c67?fccid=91ca19d506434557&vjs=3,30+ days ago,year,120000.0,150000.0,43200
6465,p_7a2a8ac0e5bee6b1,Boston,data+engineer,"McAfee DLP Endpoint, Protect, Prevent Engineer","Cedrus, LLC","Demonstrate Understand Critical Data Types such as PII, NPI, PCI, HIPAA, etc. Demonstrate Understanding of Mass Storage, USB, Removable Media, for example allow...",https://www.indeed.com/rc/clk?jk=7a2a8ac0e5bee6b1&fccid=e9d8c97b384f113a&vjs=3,7 months ago,hour,208000.0,208000.0,302400
6466,p_d8d75a5783aba942,Boston,data+engineer,Network Support Engineer-L2 (Data Center Site Lead)-----On Demand Permanent,Service Global Inc,"Follow Data Eradication process. Network Support Engineer (Data Center L2, Site Lead). Network Support Engineer L2 (Data Center L2, Site Lead)—Remote !!*....",https://www.indeed.com/company/Service-Global/jobs/Network-Support-Engineer-d8d75a5783aba942?fccid=05f4b787cd5efa88&vjs=3,28 days ago,year,70000.0,85000.0,40320
6467,p_44b705685ca340f9,Boston,data+engineer,CDP Field Sales Engineer,Zylotech,"CDP Field Sales Engineer. Leveraging APIs via any programming language to transfer data between systems. Powered by AutoML, the platform continuously unifies...",https://www.indeed.com/rc/clk?jk=44b705685ca340f9&fccid=9b6fd8ba62b8d1b4&vjs=3,14 days ago,year,150000.0,150000.0,20160
6481,p_e10814d91353cc32,Boston,data+engineer,DevOps Engineer,Wayfair,"Time series data platforms:. Wayfair operates a growing 24/7/365 Production Operations Center, and we are looking for talented DevOps Engineers with great...",https://www.indeed.com/rc/clk?jk=e10814d91353cc32&fccid=95485c6456ed2114&vjs=3,9 days ago,year,93000.0,128000.0,12960
6483,p_da258caf52f0676e,Boston,data+engineer,Data Scientist,JOYN BIO,"This includes working with internal partners, i.e. data engineers, to productionize code. Build strong ties to Ginkgo’s Data Engineering team to build...",https://www.indeed.com/rc/clk?jk=da258caf52f0676e&fccid=e3ca9ee10db3f02f&vjs=3,2 days ago,year,105000.0,154000.0,2880
6484,p_1f811958933f883e,Boston,data+engineer,Data Scientist,Rue Gilt Groupe,Work with seasoned data scientists and software engineers to build data science solutions using bleeding-edge technologies that power a half-billion-dollar...,https://www.indeed.com/rc/clk?jk=1f811958933f883e&fccid=c82361c512ff2aa1&vjs=3,30+ days ago,year,93000.0,137000.0,43200
6500,p_9b924814313bd1bc,Boston,data+engineer,3D Printer Integration Engineer,Formlabs,3D Printer Integration Engineer. Use insights gained from field and manufacturing data to guide continuous improvement of our products....,https://www.indeed.com/rc/clk?jk=9b924814313bd1bc&fccid=8e0192a48bd27a99&vjs=3,4 hours ago,year,91000.0,133000.0,240
6516,p_a4d81c84fdf2eeb1,Boston,data+engineer,Data Engineer,TDMK Digital,"Data engineers develop, maintain, test, and evaluate data solutions in support of business goals. We are looking for data engineers who will be able to work...",https://www.indeed.com/rc/clk?jk=a4d81c84fdf2eeb1&fccid=ca4b14dc1f54d1cc&vjs=3,30+ days ago,year,90000.0,139000.0,43200
6540,p_81bfc36d5f9eb0e7,Boston,data+engineer,Field Engineer - CCNA,G-Ajiri Field Techs,"About Field Engineer Marketplace Jobs:. Test and turn up of data and telephony circuits, including extending DMarc’s where necessary,....",https://www.indeed.com/company/G--Ajiri-Field-Techs/jobs/Field-Engineer-81bfc36d5f9eb0e7?fccid=0a2b319ed65d5962&vjs=3,1 hour ago,hour,41600.0,52000.0,60
6552,p_b1e6cf76aec9c01f,Boston,data+engineer,Life Science Application Engineer,TetraScience,TetraScience is a cloud-based data platform for Life Science R&D. TetraScience is currently seeking an Life Science Application Engineer for the Lab Monitoring...,https://www.indeed.com/rc/clk?jk=b1e6cf76aec9c01f&fccid=cf7c2c7f93aab1dd&vjs=3,12 days ago,year,50000.0,80000.0,17280
6556,p_e10814d91353cc32,Boston,data+engineer,DevOps Engineer,Wayfair,"Time series data platforms:. Wayfair operates a growing 24/7/365 Production Operations Center, and we are looking for talented DevOps Engineers with great...",https://www.indeed.com/rc/clk?jk=e10814d91353cc32&fccid=95485c6456ed2114&vjs=3,9 days ago,year,93000.0,128000.0,12960
6557,p_e134bb411fa77bf1,Boston,data+engineer,Data Scientist,The Boston Consulting Group,"This role will work closely with machine learning experts, data analysists, and data engineers to create appropriate data sets, engineer features, train models,...",https://www.indeed.com/rc/clk?jk=e134bb411fa77bf1&fccid=b95f9eb47968fa13&vjs=3,30+ days ago,year,112000.0,165000.0,43200
6558,p_d8d75a5783aba942,Boston,data+engineer,Network Support Engineer-L2 (Data Center Site Lead)-----On Demand Permanent,Service Global Inc,"Follow Data Eradication process. Network Support Engineer (Data Center L2, Site Lead). Network Support Engineer L2 (Data Center L2, Site Lead)—Remote !!*....",https://www.indeed.com/company/Service-Global/jobs/Network-Support-Engineer-d8d75a5783aba942?fccid=05f4b787cd5efa88&vjs=3,28 days ago,year,70000.0,85000.0,40320
6559,p_b253f26ce04e72e4,Boston,data+engineer,Contracts Specialist,Draper,"Complete invention disclosures, data rights assertions and other forms required by agreements. Our multidisciplinary teams of engineers and scientists work in a...",https://www.indeed.com/rc/clk?jk=b253f26ce04e72e4&fccid=d0c9ee4c016565bd&vjs=3,13 days ago,year,50000.0,76000.0,18720
6589,p_a9fdb881219985ad,Boston,data+engineer,Data Scientist- Analytics Center of Excellence,HawkinsPointPartners,"Explore data patterns using existing data science tools and self-created programs. Work with IT and cross functional teams to identify data sources, design data...",https://www.indeed.com/rc/clk?jk=a9fdb881219985ad&fccid=d3afcb43f972d44a&vjs=3,6 days ago,year,100000.0,147000.0,8640
6597,p_b68094d349fee4da,Boston,data+engineer,Deep Learning Engineer,"R2 Global, Inc","As a Deep Learning Engineer, you will have access to onsite bars, game rooms, sleeping pods, and unlimited social team networks....",https://www.indeed.com/company/LogicMelon/jobs/Deep-Learning-Engineer-b68094d349fee4da?fccid=931502a906e4b5cb&vjs=3,6 days ago,year,150000.0,200000.0,8640
6609,p_1ad5728c10492da8,Boston,data+engineer,Data Scientist (Signal Processing Engineer),ClearMotion,"Data collection, data analysis, mathematical modeling, and system identification. Experience working with real-world data sets with possible noise in data and...",https://www.indeed.com/rc/clk?jk=1ad5728c10492da8&fccid=a40048fb39b6626c&vjs=3,4 months ago,year,91000.0,134000.0,172800
6611,p_b5ad117eac101765,Boston,data+engineer,Data Science Associate,Elemental Machines,Build data analysis tools for mining IoT time series data and large scientific data sets. 1-2 years experience working on data science products/tools that have...,https://www.indeed.com/rc/clk?jk=b5ad117eac101765&fccid=99b7ff67c7a78b44&vjs=3,5 months ago,year,100000.0,148000.0,216000
6612,p_e10814d91353cc32,Boston,data+engineer,DevOps Engineer,Wayfair,"Time series data platforms:. Wayfair operates a growing 24/7/365 Production Operations Center, and we are looking for talented DevOps Engineers with great...",https://www.indeed.com/rc/clk?jk=e10814d91353cc32&fccid=95485c6456ed2114&vjs=3,9 days ago,year,93000.0,128000.0,12960
6613,p_1e13c438c3f322d0,Boston,data+engineer,Software Engineer ( UX/UI ),Chewy,Chewy is looking for a Software Engineer ( UX/UI ) to join our Data Science and Engineering Team based in Boston MA. The ideal candidate......,https://www.indeed.com/rc/clk?jk=1e13c438c3f322d0&fccid=b6add0e6a71f1008&vjs=3,1 hour ago,year,85000.0,128000.0,60
6614,p_be4f4e420237158b,Boston,data+engineer,Cloud Data Engineer,Fidelity Investments,"This will involve working on evaluating tools for data in the cloud, building data ingestion pipelines, creating a framework for self-service data acquisition,...",https://www.indeed.com/rc/clk?jk=be4f4e420237158b&fccid=deb234f9dd3edcea&vjs=3,30+ days ago,year,106000.0,147000.0,43200
6615,p_5d147992126808ec,Boston,data+engineer,Data Scientist,7AC Technologies Inc.,"Performs data engineering such as data quality assessment, data cleansing and data analytics. Experienced in data cleansing, data quality assessment, and using...",https://www.indeed.com/company/7AC-Technologies-Inc./jobs/Data-Scientist-5d147992126808ec?fccid=417f37d3fa3ad1a2&vjs=3,30+ days ago,year,79000.0,116000.0,43200
6616,p_d2974f5fa37b7388,Boston,data+engineer,Senior Data Engineer / Data/DevOps Engineer,SFL Scientific,"Senior Data Engineer:. Experience in data science, analytics, or big data solutions [Hadoop, Spark, AWS, Python, etc.]....",https://www.indeed.com/company/SFL-Scientific/jobs/Senior-Data-Engineer-d2974f5fa37b7388?fccid=64eee9c93d9ef045&vjs=3,16 days ago,year,100000.0,140000.0,23040
6635,p_ec0e38057337d960,Boston,data+engineer,Technical Support Engineer,VRHealth USA Inc.,We're now hiring a Technical Support Engineer to join our existing top-notch team. XRHealth creates an XR Platform combining Medical applications with advanced...,https://www.indeed.com/company/VRHealth-USA-Inc./jobs/Technical-Support-Engineer-ec0e38057337d960?fccid=c89a8344791466c0&vjs=3,30+ days ago,year,55000.0,65000.0,43200
6650,p_7642ef2bdc759c40,Boston,data+engineer,Senior NLP Data Scientist,R2 Commerce,"Senior NLP Data Scientist. They are looking to add senior and junior level NLP Data Scientists, ML Engineers with strong NLP fundamentals and NLP Engineers with...",https://www.indeed.com/company/LogicMelon/jobs/Senior-Nlp-Data-Scientist-7642ef2bdc759c40?fccid=931502a906e4b5cb&vjs=3,30+ days ago,year,150000.0,220000.0,43200
6651,p_9518b67a3b9c0978,Boston,data+engineer,Senior Business Intelligence Engineer,Humana,Data Analysis Skills:. Experience analyzing data to solve a wide variety of business problems and create data visualizations that drive strategic direction....,https://www.indeed.com/company/Humana/jobs/Senior-Business-Intelligence-Engineer-9518b67a3b9c0978?fccid=5f1f0e6dcc6cbc83&vjs=3,5 days ago,year,90000.0,125000.0,7200
6667,p_2fcbe6551d4047c5,Boston,data+engineer,Data Integration Engineer,Repsly,Data Integration Engineer. Partner with Repsly CPG Data Analyst to feed data for custom reporting. Meet with customers to understand their data management...,https://www.indeed.com/rc/clk?jk=2fcbe6551d4047c5&fccid=d88ab019e88fbeae&vjs=3,30+ days ago,year,90000.0,131000.0,43200
6668,p_e4d4a27dacf402bd,Boston,data+engineer,"Data Scientist, Machine Learning",Indigo,"Familiarity with geospatial, satellite, or imagery data strongly preferred. Collaborating closely with other data scientists and engineers, you will improve and...",https://www.indeed.com/rc/clk?jk=e4d4a27dacf402bd&fccid=27b70883756a2db2&vjs=3,13 days ago,year,99000.0,145000.0,18720
6692,p_ecbc2ec3392da0cb,Boston,data+engineer,Senior Backend Engineer – Creator,Spotify,"You have a deep understanding of system design, data structures, and algorithms. Spotify is looking for a Senior Backend Engineer to join our Creator...",https://www.indeed.com/rc/clk?jk=ecbc2ec3392da0cb&fccid=fe404d18bb9eef1e&vjs=3,12 days ago,year,116000.0,175000.0,17280
6709,p_d8d75a5783aba942,Boston,data+engineer,Network Support Engineer-L2 (Data Center Site Lead)-----On Demand Permanent,Service Global Inc,"Follow Data Eradication process. Network Support Engineer (Data Center L2, Site Lead). Network Support Engineer L2 (Data Center L2, Site Lead)—Remote !!*....",https://www.indeed.com/company/Service-Global/jobs/Network-Support-Engineer-d8d75a5783aba942?fccid=05f4b787cd5efa88&vjs=3,28 days ago,year,70000.0,85000.0,40320
